READ SERR 1 2
@./plot/relionCp-nk_half-br_pl-delchi.pco
!
6.65999985 1.99999809E-2 -0.483463824 1
6.69999981 1.99999809E-2 -0.984159648 1
6.73999977 2.00002193E-2 0.237195566 1
6.78000021 1.99999809E-2 0.440838903 1
6.82000017 1.99999809E-2 0.374070227 1
6.86000013 1.99999809E-2 0.42850858 1
6.9000001 1.99999809E-2 -1.37198377 1
6.94000006 1.99999809E-2 -0.571199477 1
6.98000002 1.99999809E-2 0.734043539 1
7.01999998 1.99999809E-2 5.81365228E-2 1
7.05999994 1.99999809E-2 0.121921048 1
7.0999999 1.99999809E-2 -6.52360469E-2 1
7.13999987 1.99999809E-2 -1.3610822 1
7.17999983 1.99999809E-2 0.37461862 1
7.21999979 1.99999809E-2 -1.30953658 1
7.26000023 2.00002193E-2 -0.493575364 1
7.30000019 1.99999809E-2 0.352232099 1
7.34000015 1.99999809E-2 -0.33515209 1
7.38000011 1.99999809E-2 -0.623553216 1
7.42000008 1.99999809E-2 0.551489592 1
7.46000004 1.99999809E-2 -0.619437575 1
7.5 1.99999809E-2 0.749770343 1
7.53999996 1.99999809E-2 -0.648929119 1
7.57999992 1.99999809E-2 0.874441087 1
7.61999989 1.99999809E-2 -9.90214497E-2 1
7.65999985 1.99999809E-2 -2.07829213 1
7.69999981 1.99999809E-2 1.01631355 1
7.73999977 2.00002193E-2 -3.82722588E-3 1
7.78000021 1.99999809E-2 -0.960028827 1
7.82000017 1.99999809E-2 -1.17972529 1
7.86000013 1.99999809E-2 0.563289344 1
7.9000001 1.99999809E-2 -1.36110258 1
7.94000006 1.99999809E-2 -4.44541052E-2 1
7.98000002 1.99999809E-2 0.287866741 1
8.02000046 1.99999809E-2 0.28469938 1
8.05999947 1.99999809E-2 0.175202295 1
8.10000038 1.99999809E-2 0.568519175 1
8.13999939 1.99999809E-2 1.16892791 1
8.18000031 1.99999809E-2 0.463109851 1
8.23999977 3.99999619E-2 -0.78290242 1
8.31999969 3.99999619E-2 0.404011041 1
8.39999962 3.99999619E-2 -0.299660057 1
8.47999954 4.00004387E-2 0.186268181 1
8.56000042 3.99999619E-2 -3.61093543E-2 1
8.64000034 3.99999619E-2 0.776631773 1
8.72000027 3.99999619E-2 -0.269863367 1
8.80000019 3.99999619E-2 0.174138501 1
8.88000011 3.99999619E-2 -1.17336285 1
8.96000004 3.99999619E-2 1.44076085 1
9.03999996 3.99999619E-2 0.636615515 1
9.11999989 3.99999619E-2 -0.681296587 1
9.19999981 3.99999619E-2 -8.0706045E-2 1
9.27999973 3.99999619E-2 1.08434141 1
9.35999966 3.99999619E-2 0.557437062 1
9.43999958 3.99999619E-2 0.931373239 1
9.52000046 4.00004387E-2 1.47190738 1
9.60000038 3.99999619E-2 0.263625056 1
9.68000031 3.99999619E-2 -0.403834909 1
9.76000023 3.99999619E-2 -2.30482697 1
9.84000015 3.99999619E-2 -9.99673307E-2 1
9.92000008 3.99999619E-2 1.66051209 1
10 3.99999619E-2 1.57627463 1
10.0799999 3.99999619E-2 -1.11218941 1
10.1599998 3.99999619E-2 0.692400217 1
10.2399998 3.99999619E-2 0.477376997 1
10.3199997 3.99999619E-2 1.14995301 1
10.3999996 3.99999619E-2 -1.61666191 1
10.4799995 4.00004387E-2 1.06905818 1
10.5600004 3.99999619E-2 0.516391218 1
10.6400003 3.99999619E-2 -1.2166959 1
10.7200003 3.99999619E-2 -0.286517441 1
10.8000002 3.99999619E-2 0.485880286 1
10.8800001 3.99999619E-2 0.731713951 1
10.96 3.99999619E-2 0.621389687 1
11.0599995 5.99999428E-2 0.876200736 1
11.1800003 5.99999428E-2 1.69722211 1
11.2999992 5.99999428E-2 1.42159498 1
11.4200001 5.99999428E-2 -0.857906461 1
11.54 6.00004196E-2 -1.5864749 1
11.6599998 5.99999428E-2 -0.530388355 1
11.7800007 5.99999428E-2 -0.740297556 1
11.8999996 5.99999428E-2 0.800068319 1
12.0200005 5.99999428E-2 1.30972552 1
12.1399994 5.99999428E-2 -1.03441477 1
12.2600002 5.99999428E-2 1.46348679 1
12.3799992 5.99999428E-2 1.48521566 1
12.5200005 8.00004005E-2 1.21586788 1
12.6800003 7.99999237E-2 1.50771093 1
12.8400002 7.99999237E-2 0.487631321 1
13 7.99999237E-2 -0.691775739 1
13.1599998 7.99999237E-2 -0.573662579 1
13.3199997 7.99999237E-2 -2.09115203E-2 1
13.4799995 8.00004005E-2 -0.501403391 1
13.6400003 7.99999237E-2 -0.968061209 1
13.8199997 9.99999046E-2 1.16246819 1
14.0200005 9.99999046E-2 -1.67322242 1
14.2199993 9.99999046E-2 0.549257219 1
14.4200001 0.100000381 -0.553001642 1
14.6200008 9.99999046E-2 1.93818057 1
14.8199997 9.99999046E-2 -1.54388642 1
15.04 0.119999886 0.105133004 1
15.2799997 0.119999886 0.1633306 1
15.5200005 0.120000362 -0.485993683 1
15.7600002 0.119999886 -0.463802934 1
16.0200005 0.139999866 0.493332982 1
16.2999992 0.140000343 -0.263814002 1
16.5799999 0.13999939 0.197893366 1
16.8800011 0.160000801 -0.307614177 1
17.2000008 0.159999847 -0.332768053 1
17.5200005 0.159999847 3.29105258 1
17.8600006 0.180000305 -1.33827114E-2 1
18.2400017 0.199999809 -1.27646637 1
18.6399994 0.199999809 0.924463809 1
19.0600014 0.220000267 1.18168104 1
19.5 0.219999313 2.05818343 1
19.9599991 0.240000725 0.713232338 1
20.4599991 0.259999275 2.59291577 1
21.0200005 0.300000191 -0.344478458 1
21.6399994 0.319999695 0.795775592 1
22.3199997 0.36000061 1.53830707 1
23.1000004 0.420000076 0.525461495 1
23.9799995 0.460000038 4.57415819 1
24.9799995 0.539999962 4.49405193 1
26.1800003 0.659999847 2.60821557 1
27.7399998 0.899999619 0.871805251 1
29.7399998 1.10000038 1.77451885 1
32.4799995 1.63999939 -0.916361332 1
36.1199989 2 -0.803195238 1
40.1199989 2 -1.41940963 1
44.2399979 2.12000084 0.904039681 1
49.9400024 3.57999992 0.984945834 1
59.9199982 6.39999962 1.82846808 1
72.2599945 5.93999863 1.68790901 1
NO NO NO NO
3.01999998 1.99999809E-2 1.4079808 1
3.05999994 1.99999809E-2 1.10048604 1
3.0999999 1.99999809E-2 1.81166375 1
3.13999987 2.00001001E-2 1.23650408 1
3.18000007 1.99999809E-2 2.29391098 1
3.22000003 1.99999809E-2 -0.368000388 1
3.25999999 1.99999809E-2 0.286266387 1
3.29999995 1.99999809E-2 1.6810112 1
3.33999991 1.99999809E-2 0.117708087 1
3.38000011 2.00001001E-2 1.30562484 1
3.42000008 1.99999809E-2 0.970813513 1
3.46000004 1.99999809E-2 -0.685475647 1
3.5 1.99999809E-2 0.737509906 1
3.53999996 1.99999809E-2 -1.81428099 1
3.57999992 1.99999809E-2 -1.83506143 1
3.61999989 2.00001001E-2 8.10138881E-3 1
3.66000009 1.99999809E-2 -0.504254699 1
3.70000005 1.99999809E-2 1.45506104E-2 1
3.74000001 1.99999809E-2 -0.79104507 1
3.77999997 1.99999809E-2 -0.209873483 1
3.81999993 1.99999809E-2 -1.30086963E-4 1
3.86000013 2.00001001E-2 0.901684463 1
3.9000001 1.99999809E-2 -0.355624706 1
3.94000006 1.99999809E-2 1.97386527 1
3.98000002 1.99999809E-2 1.40608191 1
4.01999998 1.99999809E-2 -1.23751354 1
4.05999994 1.99999809E-2 0.456699759 1
4.0999999 1.99999809E-2 0.279771119 1
4.13999987 1.99999809E-2 2.26585913 1
4.17999983 1.99999809E-2 1.17412531 1
4.21999979 1.99999809E-2 0.734612763 1
4.26000023 2.00002193E-2 0.876064718 1
4.30000019 1.99999809E-2 -0.409470558 1
4.34000015 1.99999809E-2 -1.84984231 1
4.38000011 1.99999809E-2 0.28050676 1
4.42000008 1.99999809E-2 0.371592432 1
4.46000004 1.99999809E-2 1.15739799 1
4.5 1.99999809E-2 -1.09541786 1
4.53999996 1.99999809E-2 -0.226110071 1
4.57999992 1.99999809E-2 7.30183767E-3 1
4.61999989 1.99999809E-2 1.17745626 1
4.65999985 1.99999809E-2 0.259559959 1
4.69999981 1.99999809E-2 -0.290893644 1
4.73999977 2.00002193E-2 -0.535906494 1
4.78000021 1.99999809E-2 -0.660215974 1
4.82000017 1.99999809E-2 -1.86790407 1
4.86000013 1.99999809E-2 2.39771891 1
4.9000001 1.99999809E-2 0.658396423 1
4.94000006 1.99999809E-2 1.98601615E-2 1
4.98000002 1.99999809E-2 0.598382652 1
5.01999998 1.99999809E-2 -0.54784584 1
5.05999994 1.99999809E-2 1.35235265E-2 1
5.0999999 1.99999809E-2 0.28737402 1
5.13999987 1.99999809E-2 1.166785 1
5.17999983 1.99999809E-2 1.76938927 1
5.21999979 1.99999809E-2 0.82880944 1
5.26000023 2.00002193E-2 0.918748975 1
5.30000019 1.99999809E-2 1.36472833 1
5.34000015 1.99999809E-2 0.101257451 1
5.38000011 1.99999809E-2 2.6385067E-2 1
5.42000008 1.99999809E-2 -0.297537267 1
5.46000004 1.99999809E-2 -0.317885995 1
5.5 1.99999809E-2 -1.906991E-2 1
5.53999996 1.99999809E-2 4.32118513E-2 1
5.57999992 1.99999809E-2 -0.241767451 1
5.61999989 1.99999809E-2 0.598982811 1
5.65999985 1.99999809E-2 -0.183573425 1
5.69999981 1.99999809E-2 -1.37256587 1
5.73999977 2.00002193E-2 0.250846773 1
5.78000021 1.99999809E-2 0.651092291 1
5.82000017 1.99999809E-2 0.773567617 1
5.86000013 1.99999809E-2 0.922501147 1
5.9000001 1.99999809E-2 -1.46670675 1
5.94000006 1.99999809E-2 -1.00419056 1
5.98000002 1.99999809E-2 0.252921134 1
6.01999998 1.99999809E-2 -1.29746413 1
6.05999994 1.99999809E-2 0.491366208 1
6.0999999 1.99999809E-2 1.40418375 1
6.13999987 1.99999809E-2 -0.791754246 1
6.17999983 1.99999809E-2 -9.25975963E-2 1
6.21999979 1.99999809E-2 0.834380865 1
6.26000023 2.00002193E-2 1.01788986 1
6.30000019 1.99999809E-2 2.73511243 1
6.34000015 1.99999809E-2 -0.357224524 1
6.38000011 1.99999809E-2 1.26969659 1
6.42000008 1.99999809E-2 0.874492288 1
6.46000004 1.99999809E-2 0.734010339 1
6.5 1.99999809E-2 2.620188 1
6.53999996 1.99999809E-2 1.62213004 1
6.57999992 1.99999809E-2 1.02177751 1
6.61999989 1.99999809E-2 1.28252935 1
6.65999985 1.99999809E-2 -1.02232277 1
6.69999981 1.99999809E-2 -0.979090214 1
6.73999977 2.00002193E-2 0.412113667 1
6.78000021 1.99999809E-2 -0.331815809 1
6.82000017 1.99999809E-2 0.436695367 1
6.86000013 1.99999809E-2 -0.94526118 1
6.9000001 1.99999809E-2 -0.940387785 1
6.94000006 1.99999809E-2 -0.383096486 1
6.98000002 1.99999809E-2 -2.08917451 1
7.01999998 1.99999809E-2 -1.93145645 1
7.05999994 1.99999809E-2 0.109628744 1
7.0999999 1.99999809E-2 -1.91161847 1
7.13999987 1.99999809E-2 -0.927661955 1
7.17999983 1.99999809E-2 -0.894537389 1
7.21999979 1.99999809E-2 1.01747811 1
7.26000023 2.00002193E-2 -0.423219025 1
7.30000019 1.99999809E-2 -0.41362828 1
7.34000015 1.99999809E-2 -4.76805344E-2 1
7.38000011 1.99999809E-2 -1.8959738 1
7.42000008 1.99999809E-2 0.860332429 1
7.46000004 1.99999809E-2 -0.618580461 1
7.5 1.99999809E-2 -1.20924413 1
7.53999996 1.99999809E-2 3.06776524 1
7.57999992 1.99999809E-2 -0.37001738 1
7.61999989 1.99999809E-2 -0.84771502 1
7.65999985 1.99999809E-2 -0.134385839 1
7.69999981 1.99999809E-2 -2.17854047 1
7.73999977 2.00002193E-2 -0.253379136 1
7.78000021 1.99999809E-2 -0.999904871 1
7.82000017 1.99999809E-2 -9.32336077E-2 1
7.86000013 1.99999809E-2 -1.09609258 1
7.9000001 1.99999809E-2 0.281357139 1
7.94000006 1.99999809E-2 -0.719056368 1
8 3.99999619E-2 -0.399336278 1
8.07999992 3.99999619E-2 0.584421575 1
8.15999985 3.99999619E-2 0.728504896 1
8.23999977 3.99999619E-2 0.467075765 1
8.31999969 3.99999619E-2 -0.396739334 1
8.39999962 3.99999619E-2 1.00686038 1
8.47999954 4.00004387E-2 0.110112682 1
8.56000042 3.99999619E-2 3.48927546 1
8.64000034 3.99999619E-2 1.30216169 1
8.72000027 3.99999619E-2 0.197537154 1
8.80000019 3.99999619E-2 0.401766151 1
8.88000011 3.99999619E-2 -0.929569721 1
8.96000004 3.99999619E-2 0.792809367 1
9.03999996 3.99999619E-2 2.11060755E-2 1
9.11999989 3.99999619E-2 -0.539893806 1
9.19999981 3.99999619E-2 -0.310223907 1
9.27999973 3.99999619E-2 0.442230076 1
9.35999966 3.99999619E-2 0.272802055 1
9.43999958 3.99999619E-2 -0.11445722 1
9.52000046 4.00004387E-2 -1.08759868 1
9.60000038 3.99999619E-2 -2.42080784 1
9.68000031 3.99999619E-2 1.63248956 1
9.76000023 3.99999619E-2 -1.25063336 1
9.84000015 3.99999619E-2 -0.257865906 1
9.92000008 3.99999619E-2 -0.383215398 1
10 3.99999619E-2 -0.38390851 1
10.0799999 3.99999619E-2 0.267108738 1
10.1599998 3.99999619E-2 -0.867476046 1
10.2399998 3.99999619E-2 -1.4015696 1
10.3199997 3.99999619E-2 -0.90972513 1
10.3999996 3.99999619E-2 -0.459369451 1
10.4799995 4.00004387E-2 -2.40554404 1
10.5600004 3.99999619E-2 0.414739966 1
10.6400003 3.99999619E-2 0.302551031 1
10.7399998 5.99999428E-2 0.642535567 1
10.8600006 5.99999428E-2 -0.302004963 1
10.9799995 5.99999428E-2 9.45713297E-2 1
11.1000004 5.99999428E-2 2.55870318 1
11.2199993 5.99999428E-2 5.1470153E-2 1
11.3400002 5.99999428E-2 -1.82075644 1
11.46 6.00004196E-2 -0.231228933 1
11.5799999 5.99999428E-2 -1.05291867 1
11.7000008 5.99999428E-2 -2.66015148 1
11.8199997 5.99999428E-2 1.01190937 1
11.9400005 5.99999428E-2 1.11985695 1
12.0799999 7.99999237E-2 1.43031323 1
12.2399998 7.99999237E-2 1.35420132 1
12.3999996 7.99999237E-2 1.02703261 1
12.5599995 8.00004005E-2 0.394175708 1
12.7200003 7.99999237E-2 -1.94098997 1
12.8800001 7.99999237E-2 -0.658876359 1
13.04 7.99999237E-2 -0.977712691 1
13.1999998 7.99999237E-2 -0.549762547 1
13.3799992 9.99999046E-2 -1.23510551 1
13.5799999 0.100000381 -1.4847312 1
13.7800007 9.99999046E-2 -1.01651561 1
13.9799995 9.99999046E-2 -1.17974496 1
14.1800003 9.99999046E-2 -1.01223993 1
14.3799992 9.99999046E-2 -0.113935828 1
14.6000004 0.120000362 -0.491519243 1
14.8400002 0.119999886 0.908631206 1
15.0799999 0.119999886 4.97835316E-2 1
15.3400002 0.139999866 -0.318308353 1
15.6199999 0.140000343 -6.09008037E-2 1
15.9000006 0.140000343 0.456378222 1
16.2000008 0.159999847 -0.891780794 1
16.5200005 0.159999847 1.89134443 1
16.8400002 0.159999847 1.41009116 1
17.1800003 0.180000305 -1.43429232 1
17.5400009 0.179999352 -0.651144683 1
17.9200001 0.200000763 -0.253942311 1
18.3400002 0.219999313 -0.960085273 1
18.7999992 0.240000725 -2.19019055 1
19.2800007 0.239999771 -1.11679471 1
19.7800007 0.260000229 0.265134007 1
20.3400002 0.299999237 -1.58860469 1
20.9599991 0.320000648 -1.89344013 1
21.6399994 0.359999657 1.15772498 1
22.3999996 0.399999619 0.220029309 1
23.2599983 0.460000038 0.386872679 1
24.2599983 0.539999962 0.839134336 1
25.4599991 0.660000801 -1.67300165 1
27 0.879999161 -1.65794468 1
29 1.12000084 0.697405219 1
31.6800003 1.56000042 0.217071488 1
35.2400017 2 2.12972188 1
39.2400017 2 -0.550292134 1
43.3600006 2.11999893 1.54122806 1
48.7999992 3.31999969 1.53205705 1
57.9599991 5.84000015 1.5707413 1
71.1200027 7.3200016 1.98482919 1
